Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
HEQ030,Has a doctor or other health professional ever told {you/SP} that {you have/s/he/SP has} Hepatitis C? (Hepatitis is a form of liver disease. Hepatitis C is an infection of the liver from the Hepatitis C virus (HCV).),HEQ_J,Hepatitis,2017,2018,Questionnaire,
HEQ040,Please look at the drugs on this card that are prescribed for Hepatitis C. {Were you/ Was/s/he/SP} ever prescribed any medicine to treat Hepatitis C?,HEQ_J,Hepatitis,2017,2018,Questionnaire,
SEQN,Respondent sequence number.,HEQ_J,Hepatitis,2017,2018,Questionnaire,
CDQ001,{Have you/Has SP} ever had any pain or discomfort in {your/her/his} chest?,CDQ_J,Cardiovascular Health,2017,2018,Questionnaire,
CDQ002,{Do you/Does she/Does he} get it when {you/she/he} walk uphill or hurry?,CDQ_J,Cardiovascular Health,2017,2018,Questionnaire,
CDQ003,{Do you/Does she/Does he} get it when {you/she/he} walk at an ordinary pace on level ground?,CDQ_J,Cardiovascular Health,2017,2018,Questionnaire,
CDQ004,What {do you/does she/does he} do if {you/she/he} get it while {you/she/he} are walking? {Do you/Does she/Does he} stop or slow down or continue at the same pace?,CDQ_J,Cardiovascular Health,2017,2018,Questionnaire,
CDQ005,"If {you/she/he} stand still, what happens to it? Is the pain or discomfort relieved or not relieved?",CDQ_J,Cardiovascular Health,2017,2018,Questionnaire,
CDQ006,How soon is the pain relieved? Would you say...,CDQ_J,Cardiovascular Health,2017,2018,Questionnaire,
CDQ008,Have {you/she/he} ever had a severe pain across the front of {your/her/his} chest lasting for half an hour or more?,CDQ_J,Cardiovascular Health,2017,2018,Questionnaire,
CDQ009A,Please look at this card and show me where the pain or discomfort is located.,CDQ_J,Cardiovascular Health,2017,2018,Questionnaire,
CDQ009B,Please look at this card and show me where the pain or discomfort is located.,CDQ_J,Cardiovascular Health,2017,2018,Questionnaire,
CDQ009C,Please look at this card and show me where the pain or discomfort is located.,CDQ_J,Cardiovascular Health,2017,2018,Questionnaire,
CDQ009D,Please look at this card and show me where the pain or discomfort is located.,CDQ_J,Cardiovascular Health,2017,2018,Questionnaire,
CDQ009E,Please look at this card and show me where the pain or discomfort is located.,CDQ_J,Cardiovascular Health,2017,2018,Questionnaire,
CDQ009F,Please look at this card and show me where the pain or discomfort is located.,CDQ_J,Cardiovascular Health,2017,2018,Questionnaire,
CDQ009G,Please look at this card and show me where the pain or discomfort is located.,CDQ_J,Cardiovascular Health,2017,2018,Questionnaire,
CDQ009H,Please look at this card and show me where the pain or discomfort is located.,CDQ_J,Cardiovascular Health,2017,2018,Questionnaire,
CDQ010,{Have you/Has SP} had shortness of breath either when hurrying on the level or walking up a slight hill?,CDQ_J,Cardiovascular Health,2017,2018,Questionnaire,
SEQN,Respondent sequence number.,CDQ_J,Cardiovascular Health,2017,2018,Questionnaire,
PAQ706,"I'd like to ask you some questions about {your/SP's} activities. During the past 7 days, on how many days {were you/was SP} physically active for a total of at least 60 minutes per day? Add up all the time {you/he/she} spent in any kind of physical activity that increased {your/his/her} heart rate and made {you/him/her} breathe hard some of the time.",PAQY_J,Physical Activity - Youth,2017,2018,Questionnaire,
PAQ710,"Now I will ask you first about TV watching and then about computer use. Over the past 30 days, on average how many hours per day did {you/SP} sit and watch TV or videos? Would you say . . .",PAQY_J,Physical Activity - Youth,2017,2018,Questionnaire,
PAQ715,"Text: Over the past 30 days, on average how many hours per day did {you/SP} use a computer or play computer games outside of school? Include Playstation, Nintendo DS, or other portable video games Would you say . . .",PAQY_J,Physical Activity - Youth,2017,2018,Questionnaire,
SEQN,Respondent sequence number.,PAQY_J,Physical Activity - Youth,2017,2018,Questionnaire,
PAD615,How much time {do you/does SP} spend doing vigorous-intensity activities at work on a typical day?,PAQ_J,Physical Activity,2017,2018,Questionnaire,
PAD630,How much time {do you/does SP} spend doing moderate-intensity activities at work on a typical day?,PAQ_J,Physical Activity,2017,2018,Questionnaire,
PAD645,How much time {do you/does SP} spend walking or bicycling for travel on a typical day?,PAQ_J,Physical Activity,2017,2018,Questionnaire,
PAD660,"How much time {do you/does SP} spend doing vigorous-intensity sports, fitness or recreational activities on a typical day?",PAQ_J,Physical Activity,2017,2018,Questionnaire,
PAD675,"How much time {do you/does SP} spend doing moderate-intensity sports, fitness or recreational activities on a typical day?",PAQ_J,Physical Activity,2017,2018,Questionnaire,
PAD680,"The following question is about sitting at school, at home, getting to and from places, or with friends including time spent sitting at a desk, traveling in a car or bus, reading, playing cards, watching television, or using a computer. Do not include time spent sleeping. How much time {do you/does SP} usually spend sitting on a typical day?",PAQ_J,Physical Activity,2017,2018,Questionnaire,
PAQ605,"Next I am going to ask you about the time {you spend/SP spends} doing different types of physical activity in a typical week. Think first about the time {you spend/he spends/she spends} doing work. Think of work as the things that {you have/he has/she has} to do such as paid or unpaid work, household chores, and yard work. Does {your/SP's} work involve vigorous-intensity activity that causes large increases in breathing or heart rate like carrying or lifting heavy loads, digging or construction work for at least 10 minutes continuously?",PAQ_J,Physical Activity,2017,2018,Questionnaire,
PAQ610,"In a typical week, on how many days {do you/does SP} do vigorous-intensity activities as part of {your/his/her} work?",PAQ_J,Physical Activity,2017,2018,Questionnaire,
PAQ620,Does {your/SP's} work involve moderate-intensity activity that causes small increases in breathing or heart rate such as brisk walking or carrying light loads for at least 10 minutes continuously?,PAQ_J,Physical Activity,2017,2018,Questionnaire,
PAQ625,"In a typical week, on how many days {do you/does SP} do moderate-intensity activities as part of {your/his/her} work?",PAQ_J,Physical Activity,2017,2018,Questionnaire,
PAQ635,"The next questions exclude the physical activity at work that you have already mentioned. Now I would like to ask you about the usual way {you travel/SP travels} to and from places. For example to school, for shopping, to work. In a typical week {do you/does SP} walk or use a bicycle for at least 10 minutes continuously to get to and from places?",PAQ_J,Physical Activity,2017,2018,Questionnaire,
PAQ640,"In a typical week, on how many days {do you/does SP} walk or bicycle for at least 10 minutes continuously to get to and from places?",PAQ_J,Physical Activity,2017,2018,Questionnaire,
PAQ650,"The next questions exclude the work and transport activities that you have already mentioned. Now I would like to ask you about sports, fitness and recreational activities. In a typical week {do you/does SP} do any vigorous-intensity sports, fitness, or recreational activities that cause large increases in breathing or heart rate like running or basketball for at least 10 minutes continuously?",PAQ_J,Physical Activity,2017,2018,Questionnaire,
PAQ655,"In a typical week, on how many days {do you/does SP} do vigorous-intensity sports, fitness or recreational activities?",PAQ_J,Physical Activity,2017,2018,Questionnaire,
PAQ665,"In a typical week {do you/does SP} do any moderate-intensity sports, fitness, or recreational activities that cause a small increase in breathing or heart rate such as brisk walking, bicycling, swimming, or volleyball for at least 10 minutes continuously?",PAQ_J,Physical Activity,2017,2018,Questionnaire,
PAQ670,"In a typical week, on how many days {do you/does SP} do moderate-intensity sports, fitness or recreational activities?",PAQ_J,Physical Activity,2017,2018,Questionnaire,
SEQN,Respondent sequence number.,PAQ_J,Physical Activity,2017,2018,Questionnaire,
IMQ011,"Hepatitis (Hep-a-ti-tis) A vaccine is given as a two dose series to some children older than 2 years and also to some adults, especially people who travel outside the United States. It has only been available since 1995. {Have you/Has SP} ever received hepatitis A vaccine?",IMQ_J,Immunization,2017,2018,Questionnaire,
IMQ020,"Hepatitis (Hep-a-ti-tis) B vaccine is given in three separate doses and has been recommended for all newborn infants since 1991. In 1995, it was recommended that adolescents be given the vaccine. Persons who may be exposed to other people's blood, such as health care workers, also may have received the vaccine. {Have you/Has SP} ever received the 3-dose series of the hepatitis B vaccine?",IMQ_J,Immunization,2017,2018,Questionnaire,
IMQ060,"Human Papillomavirus (HPV) vaccine is given to prevent cervical cancer in girls and women. The HPV vaccines available are called Cervarix, Gardasil or Gardasil 9. It is given in 2 or 3 separate doses over a 6 month period. {Have you/Has SP} ever received one or more doses of the HPV vaccine?",IMQ_J,Immunization,2017,2018,Questionnaire,
IMQ070,Human Papillomavirus (HPV) vaccine is given to prevent HPV infection and genital warts in boys and men. It is given in 2 or 3 separate doses over a 6 month period. {Have you/Has SP} ever received one or more doses of the HPV vaccine? (The brand name for the vaccine is Gardasil.),IMQ_J,Immunization,2017,2018,Questionnaire,
IMQ081A,"Which of the HPV vaccines did {you/SP} receive, Cervarix, Gardasil or Gardasil 9?",IMQ_J,Immunization,2017,2018,Questionnaire,
IMQ081B,"Which of the HPV vaccines did {you/SP} receive, Cervarix, Gardasil or Gardasil 9?",IMQ_J,Immunization,2017,2018,Questionnaire,
IMQ081C,"Which of the HPV vaccines did {you/SP} receive, Cervarix, Gardasil or Gardasil 9?",IMQ_J,Immunization,2017,2018,Questionnaire,
IMQ081D,"Which of the HPV vaccines did {you/SP} receive, Cervarix, Gardasil or Gardasil 9?",IMQ_J,Immunization,2017,2018,Questionnaire,
IMQ090,How old {were you/was SP} when {you/SP} received your first dose of {Cervarix/Gardasil/Gardasil 9/Gardasil or Gardasil 9/the vaccine}?,IMQ_J,Immunization,2017,2018,Questionnaire,
IMQ100,How many doses of {Cervarix/Gardasil/Gardasil or Gardasil 9/the vaccine} {have you/has SP} received?,IMQ_J,Immunization,2017,2018,Questionnaire,
SEQN,Respondent sequence number.,IMQ_J,Immunization,2017,2018,Questionnaire,
HIQ011,The (first/next) questions are about health insurance. {Are you/Is SP} covered by health insurance or some other kind of health care plan? [Include health insurance obtained through employment or purchased directly as well as government programs like Medicare and Medicaid that provide medical care or help pay medical bills.],HIQ_J,Health Insurance,2017,2018,Questionnaire,
HIQ031A,{Are you/Is SP} covered by private insurance?,HIQ_J,Health Insurance,2017,2018,Questionnaire,
HIQ031AA,No coverage of any type.,HIQ_J,Health Insurance,2017,2018,Questionnaire,
HIQ031B,{Are you/Is SP} covered by Medicare?,HIQ_J,Health Insurance,2017,2018,Questionnaire,
HIQ031C,{Are you/Is SP} covered by Medi-Gap?,HIQ_J,Health Insurance,2017,2018,Questionnaire,
HIQ031D,{Are you/Is SP} covered by Medicaid?,HIQ_J,Health Insurance,2017,2018,Questionnaire,
HIQ031E,{Are you/Is SP} covered by CHIP (Children's Health Insurance Program)?,HIQ_J,Health Insurance,2017,2018,Questionnaire,
HIQ031F,{Are you/Is SP} covered by military health plan (Tricare/VA/Champ-VA)?,HIQ_J,Health Insurance,2017,2018,Questionnaire,
HIQ031H,{Are you/Is SP} covered by state-sponsored health plan?,HIQ_J,Health Insurance,2017,2018,Questionnaire,
HIQ031I,{Are you/Is SP} covered by other government insurance?,HIQ_J,Health Insurance,2017,2018,Questionnaire,
HIQ031J,{Are you/Is SP} covered by any single service plan?,HIQ_J,Health Insurance,2017,2018,Questionnaire,
HIQ105,Insurance card available or not.,HIQ_J,Health Insurance,2017,2018,Questionnaire,
HIQ210,"In the past 12 months, was there any time when {you/SP} did not have any health insurance coverage?",HIQ_J,Health Insurance,2017,2018,Questionnaire,
HIQ260,{Do you/Does SP} have Medicare?,HIQ_J,Health Insurance,2017,2018,Questionnaire,
HIQ270,{Does this plan/Do any of these plans} cover any part of the cost of prescriptions?,HIQ_J,Health Insurance,2017,2018,Questionnaire,
SEQN,Respondent sequence number.,HIQ_J,Health Insurance,2017,2018,Questionnaire,
DLQ010,"With this next set of questions, we want to learn about people who have physical, mental, or emotional conditions that cause serious difficulties with their daily activities. Though different, these questions may sound similar to ones I asked earlier. {Are you/Is SP} deaf or {do you/does he/does she} have serious difficulty hearing?",DLQ_J,Disability,2017,2018,Questionnaire,
DLQ020,{Are you/Is SP} blind or {do you/does he/does she} have serious difficulty seeing even when wearing glasses?,DLQ_J,Disability,2017,2018,Questionnaire,
DLQ040,"Because of a physical, mental, or emotional condition, {do you/does he/does she} have serious difficulty concentrating, remembering, or making decisions?",DLQ_J,Disability,2017,2018,Questionnaire,
DLQ050,{Do you/Does SP} have serious difficulty walking or climbing stairs?,DLQ_J,Disability,2017,2018,Questionnaire,
DLQ060,{Do you/Does SP} have difficulty dressing or bathing?,DLQ_J,Disability,2017,2018,Questionnaire,
DLQ080,"Because of a physical, mental, or emotional condition, {do you/does he/does she} have difficulty doing errands alone such as visiting a doctor's office or shopping?",DLQ_J,Disability,2017,2018,Questionnaire,
DLQ100,"How often do you feel worried, nervous or anxious? Would you say daily, weekly, monthly, a few times a year, or never?",DLQ_J,Disability,2017,2018,Questionnaire,
DLQ110,Do you take medication for these feelings?,DLQ_J,Disability,2017,2018,Questionnaire,
DLQ130,"Thinking about the last time you felt worried, nervous or anxious, how would you describe the level of these feelings? Would you say a little, a lot, or somewhere in between?",DLQ_J,Disability,2017,2018,Questionnaire,
